,category,date,section,tags,title,topics,url
8068,Apps,2016-03-29,startups/,bitstrips,$100M Bitstrips acquisition makes sense now that Snapchat has stickers,snapchat,https://techcrunch.com/2016/03/29/snapmoji/
8069,Apps,2016-03-29,startups/,humin,"Tinder acquihires Humin to go beyond dating, and get an SF office too",tinder,https://techcrunch.com/2016/03/29/tinder-acquires-humin-as-it-broadens-out-from-dating-creates-sf-office/
8073,Apps,2015-11-06,mobile/,"videos,photos,fly-labs",Google Acquires Fly Labs To Join Its Google Photos Team,google,https://techcrunch.com/2015/11/06/google-acquires-fly-labs-to-join-its-photos-team/
8074,Apps,2015-11-06,mobile/,"e-commerce,app-store,apps",Apple Debuts A New “Shopping” Category On The App Store,apple,https://techcrunch.com/2015/11/06/apple-debuts-a-new-shopping-category-on-the-app-store/
8075,Apps,2015-11-05,mobile/,"deals,coupons,grocery-delivery",Instacart Adds Coupons Through Its New “Deals” Platform,instacart,https://techcrunch.com/2015/11/05/instacart-adds-coupons-through-its-new-deals-platform/
8078,Mobile,2015-11-05,mobile/,"vr,virtual-reality,google-cardboard",YouTube Adds Support For VR Video To Its Android App,youtube,https://techcrunch.com/2015/11/05/youtube-adds-support-for-vr-video-to-its-android-app/
8079,Mobile,2015-11-05,mobile/,"payments,walgreens",Walgreens Becomes First Retailer To Integrate Its Loyalty Program With Apple Pay,"apple,apple-pay",https://techcrunch.com/2015/11/05/walgreens-becomes-first-retailer-to-integrate-its-loyalty-program-with-apple-pay/
8080,Apps,2015-11-05,mobile/,"batch,startups","500 Startups Introduces Batch 15: Under-Sea Drones, Puppy Treats, And On-Demand Snow Plowing","dave-mcclure,500-startups",https://techcrunch.com/2015/11/05/500-startups-introduces-batch-15/
8081,Apps,2015-11-04,mobile/,drew-houston,Dropbox Lays Out An Updated Enterprise Playbook,dropbox-inc,https://techcrunch.com/2015/11/04/dropbox-lays-out-an-updated-enterprise-playbook/
8083,Apps,2015-11-04,mobile/,google-ride-finder,Remember When Google Tried To Start Uber In May 2005?,"google,lyft,uber",https://techcrunch.com/2015/11/04/remember-when-google-tried-to-start-uber-in-may-2005/
8086,Apps,2015-11-04,mobile/,"google-drive,cloud-storage,smartphones","Google Drive Apps Get Sharing Notifications, Access Requests And Previews",google,https://techcrunch.com/2015/11/04/google-drive-apps-get-sharing-notifications-access-requests-and-previews/
8124,Apps,2015-03-26,social/,"facebook-messenger,wit-ai",Facebook Fights Info Overload With AIs That Identify What’s In Videos And Sentences,"oculus-vr,facebook",https://techcrunch.com/2015/03/26/a-i-book/
8133,Apps,2015-03-25,social/,"parse,san-francisco,ilya-sukhar","Facebook’s Parse Launches New IoT Service, Debugging Tool And More",facebook,https://techcrunch.com/2015/03/25/facebooks-parse-launches-new-iot-service-debugging-tool-and-more/
8136,Apps,2015-03-25,social/,"betaworks,giphy","Giphy + Messenger, Giphy’s First Mobile App, Brings GIF Search To Facebook Messenger",facebook,https://techcrunch.com/2015/03/25/giphy-messenger-giphys-first-mobile-app-brings-gifs-directly-into-facebook-messenger/
8162,Apps,2016-03-29,startups/,"stickers,video-chat,bitstrips","Snapchat seamlessly combines video, audio, GIFs, stickers in “Chat 2.0”",snapchat,https://techcrunch.com/2016/03/29/snapphone/
8179,Apps,2016-03-25,startups/,"bitmoji,bitstrips",Snapchat reportedly acquires Bitmoji maker Bitstrips for $100 million,snapchat,https://techcrunch.com/2016/03/25/snapchat-reportedly-acquires-bitmoji-maker-bitstrips-for-100-million/
8183,Mobile,2015-11-04,mobile/,cortana,"Microsoft Readies Its Cortana For iOS Beta, Promises Invites In “Weeks”",microsoft,https://techcrunch.com/2015/11/04/microsoft-readies-its-cortana-for-ios-beta-promises-invites-in-weeks/
8191,Apps,2015-11-03,mobile/,"vine,microblogging,text-messaging",Twitter And Vine Choose Hearts Over Stars And Smileys,twitter,https://techcrunch.com/2015/11/03/heart-heart-heart/
8192,Apps,2015-11-03,mobile/,"deep-learning,email,inbox","With Smart Reply, Google’s Inbox Can Now Respond To Emails For You Automatically",google,https://techcrunch.com/2015/11/03/with-smart-reply-googles-inbox-can-now-respond-to-emails-for-you-automatically/
8210,Apps,2015-11-02,gadgets/,connected-tv,"Apple TV App Store Tops 1,000 Apps: Games And Video Apps Dominate, But Discovery Is A Challenge","apple,apple-tv",https://techcrunch.com/2015/11/02/apple-tv-app-store-tops-1000-apps-games-video-apps-dominate-but-discovery-is-a-challenge/
8226,Apps,2014-08-19,enterprise/,"myo,thalmic","Thalmic Reveals Its Enterprise Play For the Myo Armband, Including Google Glass Integration","wearables,google-glass",https://techcrunch.com/2014/08/19/thalmic-reveals-its-enterprise-play-for-the-myo-armband-including-google-glass-integration/
8240,Apps,2015-03-23,social/,"disrupt-ny,sean-rad",Tinder’s Sean Rad Swipes Right On Disrupt NY,tinder,https://techcrunch.com/2015/03/23/tinders-sean-rad-swipes-right-on-disrupt-ny/
8241,Apps,2015-03-20,social/,"christopher-payne,sean-rad",Former eBay Exec Chris Payne Is A Match For New Tinder CEO,tinder,https://techcrunch.com/2015/03/20/former-ebay-exec-chris-payne-is-a-match-for-new-tinder-ceo/
8242,Apps,2015-03-19,social/,"wechat,line,facebook-messenger",Facebook Plans To Turn Messenger Into A Platform,facebook,https://techcrunch.com/2015/03/19/facebook-messenger-platform/
8276,Apps,2016-03-25,startups/,"andrey-andreev,alexandra-chong,badoo","Badoo launches photo verification for safer, more efficient online dating",bumble,https://techcrunch.com/2016/03/25/badoo-launches-photo-verification-for-safer-more-efficient-online-dating/
8284,Apps,2016-03-24,startups/,"cloning,timehop,on-this-day",Facebook’s Timehop clone On This Day gets 60 million daily visitors,facebook,https://techcrunch.com/2016/03/24/facebook-on-this-day/
8285,Apps,2016-03-24,startups/,swarm,Swarm launches new profile pages with front-and-center history search,foursquare,https://techcrunch.com/2016/03/24/swarm-launches-new-profile-pages-with-front-and-center-history-search/
8290,Apps,2016-03-23,startups/,startup-company,Here are the 59 startups that demoed at Y Combinator Winter ’16 Demo Day 2,"gmail,instagram,y-combinator",https://techcrunch.com/2016/03/23/y-combinator-winter-2016/
8294,Apps,2015-10-29,mobile/,"sundar-pichai,chrome",Google’s Lack Of Product Isolation Would Support A Chrome OS And Android Merge,"android,google",https://techcrunch.com/2015/10/29/googles-lack-of-product-isolation-would-support-a-chrome-os-and-android-merge/
8303,Apps,2015-10-28,mobile/,"mobile,apps,outlook",Microsoft To Shut Down Sunrise Mobile Calendar After Integration Into Outlook Completes,microsoft,https://techcrunch.com/2015/10/28/microsoft-to-shut-down-sunrise-mobile-calendar-after-integration-into-outlook-completes/
8309,Apps,2015-10-29,gadgets/,"sundar-pichai,chrome",Google’s Lack Of Product Isolation Would Support A Chrome OS And Android Merge,"android,google",https://techcrunch.com/2015/10/29/googles-lack-of-product-isolation-would-support-a-chrome-os-and-android-merge/
8341,Apps,2015-03-16,social/,"brooks-buffington,tyler-droll",Yik Yak Founders Defend Themselves Against Criticism Over Cyberbullying,yik-yak,https://techcrunch.com/2015/03/16/yik-yak-founders-sxsw/
8344,Apps,2015-03-14,social/,"periscope-co,meerkat",What Will Meerkat Do Without Twitter?,twitter,https://techcrunch.com/2015/03/14/bird-vs-mammal/
8346,Apps,2015-03-13,social/,periscope,"Twitter Confirms Periscope Acquisition, And Here’s How The Livestreaming App Works",twitter,https://techcrunch.com/2015/03/13/how-periscope-works/
8350,Apps,2015-03-12,social/,swarm,"Swarm Launches Direct Messaging, Ditches Awkward Public Plans",foursquare,https://techcrunch.com/2015/03/12/swarm-launches-direct-messaging-ditches-awkward-public-plans/
8392,Apps,2016-03-22,startups/,demo-day,All 60 startups that launched at Y Combinator Winter 2016 Demo Day 1,y-combinator,https://techcrunch.com/2016/03/22/y-combinator-demo-day-winter-2016/
8404,Apps,2015-10-27,mobile/,"mobile-marketing,mobile-messaging",Mobile Messaging For Marketers 101,"snapchat,whatsapp",https://techcrunch.com/2015/10/27/mobile-messaging-for-marketers-101/
8405,Apps,2015-10-27,mobile/,"world-series,tv,commercial",Twitter Hopes To Appeal To A Younger Crowd With This New Fast-Paced TV Commercial,twitter,https://techcrunch.com/2015/10/27/twitter-hopes-to-appeal-to-a-younger-crowd-with-this-new-fast-paced-tv-commercial/
8406,Mobile,2015-10-27,mobile/,"emv,e-commerce,identity-theft",Why Apple Pay Is Our Best Hope To Stop Online Fraud,apple-pay,https://techcrunch.com/2015/10/27/why-apple-pay-is-our-best-hope-to-stop-online-fraud/
8408,Apps,2015-10-27,mobile/,"dorsey,anthony-noto","Dorsey: “Twitter Is Getting Easier To Use Every Single Week,” TV Ad To Premiere During World Series","twitter,periscope",https://techcrunch.com/2015/10/27/jack-dorsey-twitter-is-getting-easier-to-use-every-single-week-tv-ads-to-premiere-during-world-series/
8410,Apps,2015-10-27,mobile/,"q32015,growth,jack-dorsey","Twitter Sputters To 320M Monthly Active Users, Stock Drops Over 10% After Hours",twitter,https://techcrunch.com/2015/10/27/twitter-growth-q315/
8414,Mobile,2015-10-27,mobile/,"mobile-payments,chase-pay,chase","The Problem With Chase Pay, The Bank’s Forthcoming Apple Pay Competitor",apple-pay,https://techcrunch.com/2015/10/27/the-problem-with-chase-pay-the-banks-forthcoming-apple-pay-competitor/
8416,Apps,2015-10-27,mobile/,"carrier-billing,bango,telefonica","Apple Rolls Out Carrier Billing For iTunes, Starting In Germany With O2",apple,https://techcrunch.com/2015/10/27/apple-finally-rolls-out-carrier-billing-for-itunes-starting-in-germany-with-o2/
8428,Apps,2015-10-22,gadgets/,"ruth-porat,pichai,sundar-pichai",Google CEO Sundar Pichai Cites “Real Sense Of Energy And Focus” For Success,google,https://techcrunch.com/2015/10/22/google-ceo-sundar-pichai-cites-real-sense-of-energy-and-focus-for-success/
8451,Apps,2015-03-11,social/,"whitney-wolfe,bumble",Bumble’s New Backtrack Feature Lets You Take Back Accidental Left Swipes,tinder,https://techcrunch.com/2015/03/11/bumbles-new-backtrack-feature-lets-you-take-back-accidental-left-swipes/
8454,Apps,2015-03-09,social/,"apps,watchlaunch,social","What Facebook, Instagram, Twitter And WeChat Look Like On The Apple Watch",apple-watch,https://techcrunch.com/2015/03/09/what-facebook-instagram-twitter-and-wechat-look-like-on-the-apple-watch/
8460,Mobile,2015-03-02,social/,internet-org,"Zuck Says “Sure”, Facebook Would Love To Work With Google On Global Internet Access","google,facebook",https://techcrunch.com/2015/03/02/and-connectivity-for-all/
8464,Apps,2015-02-28,social/,"tappy,tinder-plus",Tinder Plus Will Launch On Monday,tinder,https://techcrunch.com/2015/02/28/tinder-plus-will-launch-on-monday/
8476,Apps,2015-04-08,europe/,"smartphone,author",Edtech Tool RefME Bags $5M To Take The Tedium Out Of Referencing,android,https://techcrunch.com/2015/04/08/refme-seed/
8477,Apps,2015-04-07,europe/,loveflutter,"Taking A Swipe At Tinder, Loveflutter Hopes ‘Promoted Places’ Will Keep Dating App Free","facebook,tinder",https://techcrunch.com/2015/04/07/taking-a-swipe-at-tinder/
8509,Apps,2016-03-17,startups/,"dating,apps,politics","Bumble launches contextual filters for profile pictures, starting with the 2016 presidential election",bumble,https://techcrunch.com/2016/03/17/bumble-launches-contextual-filters-for-profile-pictures-starting-with-the-2016-presidential-election/
8511,Apps,2015-10-23,mobile/,"floaties,bats,halloween","Periscope Goes Batty For Halloween, Introduces A Themed Heart",periscope,https://techcrunch.com/2015/10/23/periscope-goes-batty-for-halloween/
8512,Mobile,2015-10-23,mobile/,pandora,Pandora Loses More Than A Third Of Its Value As It Battles Apple Music For Listeners,apple-music,https://techcrunch.com/2015/10/23/pandora-loses-more-than-a-third-of-its-value-as-it-battles-apple-music-for-listeners/
8515,Apps,2015-10-23,mobile/,"tweets,jack-dorsey,stock",Does Wall Street Like What It’s Hearing From Twitter (Again)?,twitter,https://techcrunch.com/2015/10/23/does-wall-street-like-what-its-hearing-from-twitter-again/
8520,Apps,2015-10-22,mobile/,"ruth-porat,pichai,sundar-pichai",Google CEO Sundar Pichai Cites “Real Sense Of Energy And Focus” For Success,google,https://techcrunch.com/2015/10/22/google-ceo-sundar-pichai-cites-real-sense-of-energy-and-focus-for-success/
8521,Apps,2015-10-22,mobile/,earnings,"Alphabet Beats Q3 Expectations With EPS Of $7.35 And $18.68B In Revenue, Stock Jumps 9% After Hours","alphabet,android,google",https://techcrunch.com/2015/10/22/alphabet-q32015-earnings/
8522,Apps,2015-10-22,mobile/,"vine,text-messaging,real-time-web","You Can Now Tie Your Twitter And Vine Profiles Together, Vine Displaying Your Total Loops",twitter,https://techcrunch.com/2015/10/22/twitter-and-vine-work-together-to-bring-new-visitors-to-both-of-your-profiles/
8523,Apps,2015-10-22,mobile/,"general-assembly,smartphones",General Assembly And Google Team Up To Crank Out An Army Of Android Developers,"google,android",https://techcrunch.com/2015/10/22/general-assembly-and-google-team-up-to-crank-out-android-developers/
8524,Apps,2015-10-22,mobile/,kevin-gibbon,"Shyp Overhauls Its Look, And Brand, With A Big App Update",shyp,https://techcrunch.com/2015/10/22/shyp-overhauls-its-look-and-brand-with-a-big-app-update/
8525,Apps,2015-10-21,mobile/,"text-messaging,real-time-web,microblogging",Twitter’s Periscope Goes Down During Flight Keynote,twitter,https://techcrunch.com/2015/10/21/twitters-periscope-goes-down-during-flight-keynote/
8558,Apps,2015-02-24,social/,"medium,artsy,wake",Designers Ditch Perfectionism For Instant Feedback With Wake,facebook,https://techcrunch.com/2015/02/24/how-does-this-look/
8564,Apps,2015-02-19,social/,messaging,"A Year Later, $19 Billion For WhatsApp Doesn’t Sound So Crazy","facebook,whatsapp",https://techcrunch.com/2015/02/19/crazy-like-a-facebook-fox/
8622,Apps,2015-10-21,mobile/,tweet,Twitter (Officially) Launches Polls,twitter,https://techcrunch.com/2015/10/21/do-you-like-polls-yes-or-no/
8623,Apps,2015-10-20,mobile/,"google-photos,photo-sharing",Google Photos Hits 100 Million Monthly Active User Milestone,google,https://techcrunch.com/2015/10/20/google-photos-hits-100-million-monthly-active-user-milestone/
8632,Apps,2015-10-19,mobile/,facebook-m,Facebook M Assistant’s Top Requests Include Restaurant Suggestions And Shopping Help,facebook,https://techcrunch.com/2015/10/19/facebook-m-assistants-top-requests-include-restaurant-suggestions-and-shopping-help/
8633,Apps,2015-10-19,mobile/,"apps,maps,mapping","Navigation App Waze Gets A Huge Redesign – Now Less Cluttered, But Still Needs Improvement",waze,https://techcrunch.com/2015/10/19/navigation-app-waze-gets-a-huge-redesign-now-less-cluttered-but-still-needs-improvement/
8639,Apps,2015-10-16,gadgets/,"numbers,pages,iwork",Apple Updates iWork Apps On All Platforms With Major New Features,apple,https://techcrunch.com/2015/10/16/apple-updates-iwork-apps-on-all-platforms-with-major-new-features/
8642,Apps,2015-10-15,gadgets/,"pokemon,nintendo,niantic","Niantic Raises $20M From Google, Pokémon Company, And Nintendo",google,https://techcrunch.com/2015/10/15/gotta-raise-them-all/
8674,Apps,2015-02-14,social/,"dating-apps,language",Listen Carefully,google-glass,https://techcrunch.com/2015/02/14/listen-carefully/
8676,Apps,2015-02-13,social/,swarm,Foursquare Accounts No Longer Required For New Users,foursquare,https://techcrunch.com/2015/02/13/foursquare-no-longer-requires-new-users-to-create-an-account/
8721,Apps,2016-03-14,startups/,"coffee-meets-bagel,her",Who will be the next Tinder?,"tinder,bumble",https://techcrunch.com/2016/03/14/who-will-be-the-next-tinder/
8730,Apps,2015-10-17,mobile/,"credit-cards,e-commerce,mobile-payments",Where Does Apple Pay Stand On Its First Birthday?,apple-pay,https://techcrunch.com/2015/10/17/where-does-apple-pay-stand-on-its-first-birthday/
8735,Apps,2015-10-16,mobile/,"numbers,pages,iwork",Apple Updates iWork Apps On All Platforms With Major New Features,apple,https://techcrunch.com/2015/10/16/apple-updates-iwork-apps-on-all-platforms-with-major-new-features/
8736,Apps,2015-10-15,mobile/,"photo-sharing,facebook-moments",How Facebook Moments Is Solving The “Other People’s Photos” Problem,facebook,https://techcrunch.com/2015/10/15/how-facebook-moments-is-solving-the-other-peoples-photos-problem/
8743,Mobile,2015-10-14,mobile/,jailbreak,You Can Now Jailbreak Your iOS 9 Devices (But You Probably Shouldn’t),ios-9,https://techcrunch.com/2015/10/14/you-can-now-jailbreak-your-ios-9-devices-but-you-probably-shouldnt/
8753,Apps,2015-10-08,gadgets/,"watchos,smartwatches",Facebook Messenger For Apple Watch Officially Launches,"facebook,apple-watch",https://techcrunch.com/2015/10/08/facebook-messenger-for-apple-watch-officially-launches/
8778,Apps,2015-02-10,social/,facebook-groups,Facebook Adds A New Way To Sell Items In Groups,facebook,https://techcrunch.com/2015/02/10/facebook-adds-a-new-way-to-sell-items-in-groups/
8781,Apps,2015-02-10,social/,tinderbox,Save A Swipe—This Bot Selects Tinder Dates For You,tinder,https://techcrunch.com/2015/02/10/tinderbox/
8782,Apps,2015-02-08,social/,"photo-apps,nimbuz,odysee","Google Acquires Odysee, An App For Private Photo/Video Backup And Sharing, Team Joins Google+",google,https://techcrunch.com/2015/02/08/google-odysee/
8836,Apps,2016-03-09,startups/,groupon,SXSW goes apeshit for on-demand startups,"uber,postmates,instacart",https://techcrunch.com/2016/03/09/sxsw-goes-apeshit-for-on-demand-startups/
8842,Apps,2015-10-14,mobile/,skype-for-business,Microsoft’s “Skype For Business” iOS App Now Available To All,"skype,microsoft",https://techcrunch.com/2015/10/14/microsofts-skype-for-business-ios-app-now-available-to-all/
8850,Apps,2015-10-12,mobile/,3d-touch,"Facebook Rolls Out Support For 3D Touch, Offering Shortcuts For Posting Statuses, Photos And Videos On New iPhones",facebook,https://techcrunch.com/2015/10/12/facebook-rolls-out-support-for-3d-touch-offering-shortcuts-for-posting-statuses-photos-videos-on-new-iphones/
8852,Apps,2015-10-12,mobile/,allrecipes,Instacart And Allrecipes Now Let You Add A Meal’s Ingredients To Your Grocery List With A Click,instacart,https://techcrunch.com/2015/10/12/instacart-and-allrecipes-now-let-you-add-a-meals-ingredients-to-your-grocery-list-with-a-click/
8858,Apps,2015-10-07,gadgets/,"pill,beats-by-dr-dre","Apple’s Beats Announces The $229 Pill+, Will Hit Shelves Next Month","apple,beats",https://techcrunch.com/2015/10/07/apples-beats-announces-the-229-pill-will-hit-shelves-next-month/
8881,Apps,2015-02-02,social/,tinder-plus,"Tinder Plus, The Paid Version Featuring An Undo Button And More, Arrives In U.S. Next Month",tinder,https://techcrunch.com/2015/02/02/tinder-plus-the-paid-version-featuring-an-undo-button-and-more-arrives-in-u-s-next-month/
8883,Apps,2015-01-30,social/,vine,Vine Introduces Vine Kids,twitter,https://techcrunch.com/2015/01/30/vine-introduces-vine-kids/
8933,Apps,2016-03-07,startups/,ryan-leslie,Ben Horowitz backs rapper Ryan Leslie’s SMS commerce startup Superphone,ben-horowitz,https://techcrunch.com/2016/03/07/superphone/
8936,Apps,2015-10-09,mobile/,"text-messaging,microblogging",The (Predictable) Misunderstanding Of Twitter Moments,twitter,https://techcrunch.com/2015/10/09/the-predictable-misunderstanding-of-twitter-moments/
8940,Apps,2015-10-08,mobile/,"watchos,smartwatches",Facebook Messenger For Apple Watch Officially Launches,"facebook,apple-watch",https://techcrunch.com/2015/10/08/facebook-messenger-for-apple-watch-officially-launches/
8941,Mobile,2015-10-08,mobile/,"google-desktop,knowledge-graph,google-search",Mobile Searches Surpass Desktop Searches At Google For The First Time,google,https://techcrunch.com/2015/10/08/mobile-searches-surpass-desktop-searches-at-google-for-the-first-time/
8945,Apps,2015-10-07,mobile/,youtube-kids,Senator Nelson Tells Google To Do More To Control Content In YouTube Kids App,google,https://techcrunch.com/2015/10/07/senator-nelson-tells-google-to-do-more-to-control-content-in-youtube-kids-app/
8947,Apps,2015-10-07,mobile/,text-messaging,"You Can Now Back Up WhatsApp Messages, Photos And Videos To Google Drive","google,android,whatsapp",https://techcrunch.com/2015/10/07/you-can-now-backup-whatsapp-messages-photos-and-videos-to-google-drive/
8951,Apps,2015-10-06,mobile/,apps,Users Pummel YouTube’s iOS Update With One-Star Reviews,youtube,https://techcrunch.com/2015/10/06/users-pummel-youtubes-ios-update-with-one-star-reviews/
9002,Apps,2015-01-22,social/,creatrs,"Tumblr Announces Creatrs Network, An Agency- Style Platform Matching Brands With User Content","tumblr,yahoo",https://techcrunch.com/2015/01/22/tumblr-announces-creatrs-network-an-ad-agency-that-matches-brands-with-user-content/
9004,Apps,2015-01-20,social/,"photo-sharing,kander",Kander Is Tinder For Truthful Verdicts,tinder,https://techcrunch.com/2015/01/20/kander-is-tinder-for-truthful-verdicts/
9005,Apps,2015-01-19,social/,windows-phone,"Spotify (Finally) Upgrades Windows Phone App With New Look And More Android, iOS Features","microsoft,spotify",https://techcrunch.com/2015/01/19/spotify-finally-upgrades-windows-phone-app-with-more-android-ios-features-like-your-music/
9039,Apps,2016-03-05,startups/,"app-builder,mit,thunkable",MIT spin-out Thunkable hopes its drag-and-drop app builder can be a money-spinner too,y-combinator,https://techcrunch.com/2016/03/05/mit-spin-out-thunkable-hopes-its-drag-and-drop-app-builder-can-be-a-money-spinner-too/
9042,Apps,2016-03-04,startups/,dating-apps,"Bumble launches BFF, a feature to find new friends",bumble,https://techcrunch.com/2016/03/04/bumble-launches-bff-a-feature-to-find-new-friends/
9045,Apps,2016-03-03,startups/,"ios-apps,apps,little-labs",Facer brings its popular watchface customization utility to Apple Watch,apple-watch,https://techcrunch.com/2016/03/03/facer-brings-its-popular-watchface-customization-utility-to-apple-watch/
9050,Mobile,2015-10-05,mobile/,"surface-pro-4,windows10hardwareevent",A Look Ahead To Tomorrow’s Windows 10 Hardware-Palooza,microsoft,https://techcrunch.com/2015/10/05/a-look-ahead-to-tomorrows-windows-10-hardware-pa-looza/
9053,Apps,2015-10-05,mobile/,sols,"SOLS Lets You Buy 3D-Printed Insoles, Customized To Your Feet, Right From An iPhone App",3d-printing,https://techcrunch.com/2015/10/05/sols-lets-you-buy-3d-printed-insoles-customized-to-your-feet-right-from-an-iphone-app/
9058,Apps,2015-10-02,mobile/,"children,kids,youtube-kids",Consumer Watchdog Groups Complain Updated YouTube Kids App Still Exposes Children To Deceptive Ads,youtube,https://techcrunch.com/2015/10/02/consumer-watchdog-groups-complain-updated-youtube-kids-app-still-exposes-children-to-deceptive-ads/
9061,Apps,2015-10-01,mobile/,"children,kids,youtube-kids",YouTube Addresses Complaints About Inappropriate Content In Updated YouTube Kids App,youtube,https://techcrunch.com/2015/10/01/youtube-addresses-complaints-about-inappropriate-content-in-updated-youtube-kids-app/
9071,Apps,2015-09-29,gadgets/,"nexus-6p,googlenexus15","Google Announces Nexus 6P, Featuring A Powerhouse Of A Camera Starting At $499","nexus-5,google",https://techcrunch.com/2015/09/29/google-announces-nexus-6p/
9072,Apps,2015-09-28,gadgets/,"bill-clinton,immersion,virtual-reality",President Bill Clinton Steps Into VR,facebook,https://techcrunch.com/2015/09/28/president-bill-clinton-steps-into-vr/
9075,Apps,2015-09-28,gadgets/,games,Google Is Preparing To Take Over Your Living Room,google,https://techcrunch.com/2015/09/28/shall-we-play-a-game/
9097,Apps,2015-01-14,social/,"convo,slack,facebook-at-work",How Facebook At Work Could Shrink Faceless Enterprises,facebook,https://techcrunch.com/2015/01/14/making-any-corporation-a-startup-again/
9110,Apps,2015-01-05,social/,wit-ai,Facebook Acquires Wit.ai To Help Its Developers With Speech Recognition And Voice Interfaces,facebook,https://techcrunch.com/2015/01/05/facebook-wit-ai/
9126,Apps,2015-02-17,europe/,"sparrow,iphone","Sparrow Flies Away, As Google Finally Pulls iOS And Mac Email Apps From Apple’s Stores","android,google",https://techcrunch.com/2015/02/17/google-sparrow/
9142,Apps,2016-03-02,startups/,"slack-calls,slack-voice-chat",Slack voice calling arrives on desktop,slack,https://techcrunch.com/2016/03/02/slack-calls/
9159,Mobile,2015-09-30,mobile/,jack-dorsey,"Twitter Will Reportedly Name Jack Dorsey As CEO, Bringing Back The Founder’s Instincts",twitter,https://techcrunch.com/2015/09/30/decisive-leadership-finally/
9161,Apps,2015-09-30,mobile/,"rcs,text-messaging,jibe-mobile",Google Acquires Jibe Mobile To Help Adopt New Standard For Carrier Messaging,google,https://techcrunch.com/2015/09/30/google-acquires-jibe-mobile-to-help-adopt-new-standard-for-carrier-messaging/
9162,Apps,2015-09-30,mobile/,merch-by-amazon,"Amazon Introduces Merch By Amazon, A Way For Game Developers – Or Anyone – To Sell Print-On-Demand Tees",amazon,https://techcrunch.com/2015/09/30/amazon-introduces-merch-by-amazon-a-way-for-game-developers-or-anyone-to-sell-print-on-demand-tees/
9165,Apps,2015-09-29,mobile/,"apple-watch-apps,apps",Google Maps Comes To Apple Watch,"google,google-maps",https://techcrunch.com/2015/09/29/google-maps-comes-to-apple-watch/
9170,Apps,2015-09-29,mobile/,"nexus-6p,googlenexus15","Google Announces Nexus 6P, Featuring A Powerhouse Of A Camera Starting At $499","nexus-5,google",https://techcrunch.com/2015/09/29/google-announces-nexus-6p/
9179,Apps,2015-09-24,gadgets/,oculus-platform,Oculus Positions VR For Primetime,samsung,https://techcrunch.com/2015/09/24/ready-to-rift/
9214,Apps,2014-12-24,social/,police,Police Can Create Fake Instagram Accounts To Investigate Suspects,instagram,https://techcrunch.com/2014/12/24/police-can-create-fake-instagram-accounts-to-investigate-suspects/
9271,Mobile,2015-09-28,mobile/,samsung-pay,Samsung Pay Launches In The U.S.,samsung,https://techcrunch.com/2015/09/28/samsung-pay-launches-in-the-u-s/
9272,Mobile,2015-09-28,mobile/,"nfc,payments,paypal-here","The PayPal Here Card Reader Comes To U.S. With Support For EMV, Apple Pay, Android Pay & More",paypal,https://techcrunch.com/2015/09/28/the-paypal-here-card-reader-comes-to-u-s-with-support-for-emv-apple-pay-android-pay-more/
9277,Apps,2015-09-24,mobile/,oculus-platform,Oculus Positions VR For Primetime,samsung,https://techcrunch.com/2015/09/24/ready-to-rift/
9285,Apps,2015-09-22,mobile/,"social,screenshot,social",Periscope Turns Screenshotting Into A Social Experience,periscope,https://techcrunch.com/2015/09/22/periscope-turns-screenshotting-into-a-social-experience/
9321,Apps,2014-12-16,social/,sony,"Snapchat Plans Music Feature, Acquired QR Scan.me For $50M And Vergence Eyeglass Cam For $15M",snapchat,https://techcrunch.com/2014/12/16/snapchat-emails-not-so-ephemeral/
9322,Apps,2014-12-16,social/,facebook-photos,Facebook Starts Auto-Enhancing Photos Because Algorithms Are Better At Filters Than You,"twitter,instagram,facebook",https://techcrunch.com/2014/12/16/enhance-enhance-enhance/
9334,Mobile,2014-12-11,social/,"dating-apps,hinge",Tinder Competitor Hinge Scores $12M To Bring Its Friends-Of-Friends Dating App Abroad,tinder,https://techcrunch.com/2014/12/11/hinge-in-the-streets-tinder-in-the-sheets/
9391,Apps,2015-09-17,mobile/,"ad-blockers,mobile,apps","A Day After iOS 9’s Launch, Ad Blockers Top The App Store",ios-9,https://techcrunch.com/2015/09/17/a-day-after-ios-9s-launch-ad-blockers-top-the-app-store/
9404,Apps,2015-09-16,gadgets/,"apple-id,smartphones",Apple’s “Move to iOS” App For Android Helps You Make The Switch,"ios-9,android",https://techcrunch.com/2015/09/16/get-busy-switchin/
9413,Apps,2015-09-13,gadgets/,watchos2,WatchOS 2 And The Future Of Apps,"internet-of-things,wearables,wearables",https://techcrunch.com/2015/09/13/watchos-2-and-the-future-of-apps/
9437,Apps,2014-12-09,social/,social-media,Tumblr’s New Explore Button Makes It Easy To Discover Content From Its 214M Blogs,tumblr,https://techcrunch.com/2014/12/09/tumblr-explore/
9439,Mobile,2014-12-08,social/,"facebook-graph-search,facebook-search",Facebook Brings Graph Search To Mobile And Lets You Find Feed Posts By Keyword,"google,facebook",https://techcrunch.com/2014/12/08/facebook-keyword-search/
9442,Mobile,2014-12-03,social/,iac,Barry Diller Says Tinder Succeeded Because IAC Left Its Founders Alone,tinder,https://techcrunch.com/2014/12/03/barry-diller-on-tinder/
