,category,date,section,tags,title,topics,url
2065,Apps,2016-05-23,social/,"livestreaming,facebook-live",Facebook enables Continuous Live Video to power puppycams and more,facebook,https://techcrunch.com/2016/05/23/facebook-continuous-live/
2066,Apps,2016-05-23,social/,"lenses,3d-stickers,stickers","Spice up your Snapchats with Stickers, not just emojis",snapchat,https://techcrunch.com/2016/05/23/spice-up-your-snapchats-with-stickers-not-just-emoji/
2071,Mobile,2016-05-18,social/,"video-apps,video-calling,duo","Google shows off Duo, its new HD video calling app and answer to Apple’s FaceTime",google,https://techcrunch.com/2016/05/18/duo-video-app-google/
2072,Mobile,2016-05-18,social/,"messaging-apps,allo,messaging","Google debuts Allo, an AI-based chat app using its new assistant bot, smart replies and more",google,https://techcrunch.com/2016/05/18/google-allo-chat-app/
2080,Apps,2016-05-16,social/,"mobile,apps,social","Google tries its hand at social again with launch of group chat app, Spaces",google,https://techcrunch.com/2016/05/16/google-tries-its-hand-at-social-again-with-launch-of-group-chat-app-spaces/
2135,Apps,2016-07-19,mobile/,prisma,Will photo art phenom Prisma raise or get bought?,"snapchat,instagram,facebook",https://techcrunch.com/2016/07/19/prismagram/
2138,Apps,2016-07-19,mobile/,bitmoji,Snapchat now lets you use Bitmojis in chat or on snaps,snapchat,https://techcrunch.com/2016/07/19/snapchat-bitmoji/
2139,Mobile,2016-07-18,mobile/,android-nougat,Google launches final Android Nougat Developer Preview,"android,google",https://techcrunch.com/2016/07/18/google-launches-the-final-android-nougat-developer-preview/
2140,Apps,2016-07-18,mobile/,"snapchat-stories,snapchat-memories",Snapchat “Suggest” is the new way to get famous,snapchat,https://techcrunch.com/2016/07/18/share-snapchat-profile/
2141,Apps,2016-07-18,mobile/,"macos,ios,beta","Apple releases new betas for iOS, macOS, watchOS and yes, even tvOS",apple,https://techcrunch.com/2016/07/18/apple-releases-new-betas-for-ios-macos-watchos-and-yes-even-tvos/
2176,Apps,2016-03-02,enterprise/,"slack-calls,slack-voice-chat",Slack voice calling arrives on desktop,slack,https://techcrunch.com/2016/03/02/slack-calls/
2180,Mobile,2016-05-13,social/,"mobile,messaging",YouTube tests an in-app messenger for sharing videos with friends,youtube,https://techcrunch.com/2016/05/13/youtube-tests-an-in-app-messenger-for-sharing-videos-with-friends/
2181,Mobile,2016-05-11,social/,"samsung-gear-vr,oculus",Facebook will turn panoramas into “360 Photos” for feed and Gear VR’s 1M users,"facebook,samsung",https://techcrunch.com/2016/05/11/facebook-360-photos/
2182,Apps,2016-05-11,social/,"dating-apps,her,coffee-meets-bagel","Monetization, churn and how to stand out in the mobile dating space",bumble,https://techcrunch.com/2016/05/11/monetization-churn-and-how-to-stand-out-in-the-mobile-dating-space/
2187,Apps,2016-05-10,social/,"disrupt,chatbots,facebook-messenger","Facebook says 10K+ developers are building chatbots, analytics are coming",facebook,https://techcrunch.com/2016/05/10/facebook-chatbot-analytics/
2188,Mobile,2016-05-09,social/,"magic-leap,sean-parker",The Information Age is over; welcome to the Experience Age,facebook,https://techcrunch.com/2016/05/09/the-information-age-is-over-welcome-to-the-experience-age/
2190,Apps,2016-05-09,social/,"dennis-crowley,disrupt-ny-2016,disrupt",How Foursquare hopes to hit profitability,foursquare,https://techcrunch.com/2016/05/09/how-foursquare-hopes-to-hit-profitability/
2208,Apps,2016-05-18,europe/,"nhs,london,machine-learning",UK healthcare products regulator in talks with Google/DeepMind over its Streams app,google,https://techcrunch.com/2016/05/18/uk-healthcare-products-regulator-in-talks-with-googledeepmind-over-its-streams-app/
2232,Apps,2016-08-16,startups/,joy,Joy aims to be a smarter wedding planner for the modern bride,"microsoft,y-combinator",https://techcrunch.com/2016/08/16/withthisbotitheewed/
2244,Apps,2016-08-15,startups/,"dating-apps,dating,monetization",Bumble is finally monetizing with paid features to better help you find a match,bumble,https://techcrunch.com/2016/08/15/bumble-is-finally-monetizing-with-paid-features-to-better-help-you-find-a-match/
2245,Mobile,2016-07-14,mobile/,"appletvos,tvos",Apple needs single sign-on to solve the tvOS adoption problem,apple-tv,https://techcrunch.com/2016/07/14/apple-needs-single-sign-on-to-solve-the-tvos-adoption-problem/
2251,Apps,2016-07-12,mobile/,"spaces,chat-apps,kifi",Google aqui-hires deep search engine Kifi to enhance its Spaces group chat app,google,https://techcrunch.com/2016/07/12/google-acquires-deep-search-engine-kifi-to-enhance-its-spaces-group-chat-app/
2277,Apps,2016-03-02,enterprise/,"iot,firefox-os","Mozilla tests the waters for Firefox OS IoT apps, including a Samantha-style virtual assistant","internet-of-things,mozilla",https://techcrunch.com/2016/03/02/mozilla-tests-the-waters-for-firefox-os-iot-apps-including-a-samantha-style-virtual-assistant/
2298,Apps,2016-05-03,social/,"giphy-keys,emoji,giphy",Giphy launches a keyboard for iOS called Giphy Keys,snapchat,https://techcrunch.com/2016/05/03/giphy-launches-a-keyboard-for-ios-called-giphy-keys/
2300,Apps,2016-05-01,social/,"jack-dorsey,earnings",Twitter’s dysfunctional Wall Street relationship,twitter,https://techcrunch.com/2016/05/01/twitters-dysfunctional-wall-street-relationship/
2301,Apps,2016-04-29,social/,"viral,magicrecs","Twitter quietly retires Magic Recs, a DM bot that recommended viral accounts and Tweets",twitter,https://techcrunch.com/2016/04/29/rip-magic-recs/
2302,Apps,2016-04-28,social/,"facebook-live,snapchat-stories",Video consumption on Snapchat more than doubled in less than a year,snapchat,https://techcrunch.com/2016/04/28/video-consumption-on-snapchat-more-than-doubled-in-under-a-year/
2307,Apps,2016-04-27,social/,earnings,Facebook is adding a new class of stock that will help keep Zuckerberg in control,"mark-zuckerberg,facebook",https://techcrunch.com/2016/04/27/facebook-is-adding-a-new-class-of-stock-that-will-help-keep-zuckerberg-in-control/
2332,Apps,2016-02-08,asia/,"ola,grabtaxi,india",Uber Begins To See The Payout From Accepting Cash Payments,uber,https://techcrunch.com/2016/02/08/uber-begins-to-see-the-payout-from-accepting-cash-payments/
2363,Apps,2016-07-07,mobile/,"live-video,facebook-live",Facebook needs a way to report content as “Graphic But Newsworthy”,facebook,https://techcrunch.com/2016/07/07/live/
2364,Apps,2016-07-07,mobile/,"ios-10,ios",Apple just released the first iOS 10 beta to everyone,apple,https://techcrunch.com/2016/07/07/apple-just-released-the-first-ios-10-beta-to-everyone/
2365,Mobile,2016-07-07,mobile/,"audible,amazon-com",Audible’s new Channels audio content subscription service is a bet on a voice-powered future,"amazon,netflix",https://techcrunch.com/2016/07/07/audible-channels-netflix-for-podcasts/
2368,Apps,2016-07-06,mobile/,comments,Instagram nixes naughty comments,instagram,https://techcrunch.com/2016/07/06/instagram-comment-moderation/
2369,Apps,2016-07-06,mobile/,"developing-world,facebook-video",Facebook will test video downloads for offline viewing,facebook,https://techcrunch.com/2016/07/06/faceoffline/
2382,Apps,2016-07-20,gadgets/,"ios-10,ios",Apple just dropped another iOS 10 public beta for you crazy testers,apple,https://techcrunch.com/2016/07/20/apple-just-dropped-another-ios-10-public-beta-for-you-crazy-testers/
2402,Apps,2016-02-11,enterprise/,"david-sacks,parker-conrad",Zenefits Under Investigation In California,zenefits,https://techcrunch.com/2016/02/11/zenefits-under-investigation-in-california/
2404,Apps,2016-02-11,enterprise/,stripe,PayPal Commerce Matches Stripe With PayPal’s Own Native Shopping Toolkit For Apps,paypal,https://techcrunch.com/2016/02/11/paypal-matches-stripe-with-its-own-native-shopping-toolkit-for-apps/
2407,Apps,2016-04-27,social/,"friends,dating,apps","Oops! Tinder’s new friend-finding feature, Tinder Social, is outing which of your friends use the app",tinder,https://techcrunch.com/2016/04/27/oops-tinders-new-friend-finding-feature-tinder-social-is-outing-which-of-your-friends-use-the-app/
2409,Apps,2016-04-26,social/,"earnings,jack-dorsey",What to expect for Twitter’s first-quarter results,twitter,https://techcrunch.com/2016/04/26/what-to-expect-for-twitters-first-quarter-results/
2413,Apps,2016-04-21,social/,"check-in,yelp,swarm",Swarm now lets users check-in without sharing their location,foursquare,https://techcrunch.com/2016/04/21/swarm-now-lets-users-check-in-without-sharing-their-location/
2418,Apps,2016-04-20,social/,"bob-marley,420",Snapchat’s new Bob Marley filter prompts ‘blackface’ backlash,snapchat,https://techcrunch.com/2016/04/20/snapchats-new-bob-marley-filter-prompts-blackface-backlash/
2428,Apps,2016-05-04,europe/,"deepmind,machine-learning,united-kingdom",Concerns raised over broad scope of DeepMind-NHS health data-sharing deal,google,https://techcrunch.com/2016/05/04/concerns-raised-over-broad-scope-of-deepmind-nhs-health-data-sharing-deal/
2473,Mobile,2016-07-06,mobile/,"iphone-6s,iphone",The next iPhone might start at 32GB of internal storage,apple,https://techcrunch.com/2016/07/06/the-next-iphone-might-start-at-32gb-of-internal-storage/
2474,Apps,2016-07-06,mobile/,"machine-learning,image-recognition,moodstocks",Google buys French image recognition startup Moodstocks,google,https://techcrunch.com/2016/07/06/google-buys-france-based-moodstocks-which-makes-image-recognition-tech-for-smartphones/
2475,Apps,2016-07-05,mobile/,"music-videos,music-streaming",Spotify > YouTube as audio streaming surpasses music videos,"youtube,spotify",https://techcrunch.com/2016/07/05/audio-maimed-the-video-star/
2476,Apps,2016-07-05,mobile/,"ios-10,ios",iOS 10 beta 2 is now available to developers,apple,https://techcrunch.com/2016/07/05/ios-10-beta-2-is-now-available-to-developers/
2478,Mobile,2016-07-05,mobile/,"blackphone,silent-circle,geeksphone",Silent Circle silently snuffs out its warrant canary — but claims it’s a “business decision”,android,https://techcrunch.com/2016/07/05/silent-circle-silently-snuffs-out-its-warrant-canary-but-claims-its-a-business-decision/
2480,Apps,2016-07-01,mobile/,"iap,in-app-purchases","Apple returns fire on Spotify, calling out ‘rumors and half-truths’ over App Store rejection","apple,spotify",https://techcrunch.com/2016/07/01/apple-fires-back-at-spotify-calling-out-rumors-and-half-truths-over-app-store-rejection/
2482,Apps,2016-06-30,mobile/,tidal,Apple might buy Jay Z’s Tidal music app,"spotify,apple-music,apple",https://techcrunch.com/2016/06/30/tide-is-high/
2485,Mobile,2016-06-30,mobile/,"satellites,satellite-imagery",Google Maps gets multi-stop directions and vacation memories on mobile,"google-maps,google",https://techcrunch.com/2016/06/30/google-maps-gets-multi-stop-directions-and-vacation-memories-on-mobile/
2497,Apps,2016-07-18,gadgets/,"macos,ios,beta","Apple releases new betas for iOS, macOS, watchOS and yes, even tvOS",apple,https://techcrunch.com/2016/07/18/apple-releases-new-betas-for-ios-macos-watchos-and-yes-even-tvos/
2524,Apps,2016-04-19,social/,"chatbots,bots,telegram",Telegram encourages devs to build useful bots with $1M giveaway,facebook,https://techcrunch.com/2016/04/19/telegram-encourages-devs-to-build-bots-with-1m-giveaway/
2530,Apps,2016-04-13,social/,"keek,vine",Vine releases a Watch button because scrolling is too much work,"twitter,snapchat",https://techcrunch.com/2016/04/13/vine-releases-a-watch-button-because-scrolling-is-too-much-work/
2531,Apps,2016-04-13,social/,stewart-butterfield,Threaded messaging is coming to Slack,slack,https://techcrunch.com/2016/04/13/threaded-messaging-is-coming-to-slack/
2535,Apps,2016-04-13,social/,"messenger,live-video,f8","Watch Facebook’s F8 conference here, plus what to expect",facebook,https://techcrunch.com/2016/04/13/f8-stream/
2536,Apps,2016-04-13,social/,"vuforia,3d-stickers",Snapchat augments reality with 3D Stickers,snapchat,https://techcrunch.com/2016/04/13/how-to-use-snapchat-3d-stickers/
2539,Apps,2016-04-12,social/,"f8,bot",Facebook releases Bot Engine to create much smarter bots,facebook,https://techcrunch.com/2016/04/12/facebook-releases-bot-engine-to-create-much-smarter-bots/
2577,Apps,2016-08-09,startups/,ups,Shyp’s business efforts ramp up with bulk shipments and new pricing,"shyp,amazon",https://techcrunch.com/2016/08/09/shyps-business-efforts-ramp-up-with-bulk-shipments-and-new-pricing/
2578,Apps,2016-08-09,startups/,"equity-crowdfunding,tilt,venmo",Tilt dives into one-to-one payments,paypal,https://techcrunch.com/2016/08/09/tilt-dives-into-one-to-one-payments/
2599,Apps,2016-06-28,mobile/,chrome,Facebook from other sites with new Save and Share Chrome extensions,facebook,https://techcrunch.com/2016/06/28/facebook-chrome-extensions/
2605,Apps,2016-06-27,mobile/,facebook-events,Facebook launches human-curated Featured Events list,facebook,https://techcrunch.com/2016/06/27/facebook-launches-human-curated-featured-events-list/
2643,Apps,2016-04-12,social/,"chatbots,facebook-messenger,f8",Facebook launches Messenger platform with chatbots,facebook,https://techcrunch.com/2016/04/12/agents-on-messenger/
2651,Apps,2016-04-07,social/,"chatbots,messaging,facebook-messenger",Facebook will announce chatbot and live chat APIs at F8,facebook,https://techcrunch.com/2016/04/07/facebook-chatbots/
2653,Apps,2016-04-07,social/,messenger,"Facebook pushes businesses to Messenger with new tools for Pages, including Snapchat-like scannable codes",facebook,https://techcrunch.com/2016/04/07/facebook-pushes-businesses-to-messenger-with-new-tools-for-pages-including-snapchat-like-scannable-codes/
2655,Apps,2016-04-06,social/,anonymous-apps,Yik Yak’s CTO drops out as the hyped anonymous app stagnates,"secret,yik-yak",https://techcrunch.com/2016/04/06/yik-yuck/
2662,Apps,2016-04-21,europe/,"social-media,privacy,mass-surveillance",UK report finds rising digital privacy concerns,facebook,https://techcrunch.com/2016/04/21/uk-report-finds-rising-digital-privacy-concerns/
2673,Apps,2016-04-19,europe/,"chatbots,bots,telegram",Telegram encourages devs to build useful bots with $1M giveaway,facebook,https://techcrunch.com/2016/04/19/telegram-encourages-devs-to-build-bots-with-1m-giveaway/
2701,Apps,2016-08-04,startups/,"alcohol,nick-rellas,drizly",Drizly pulls in $15 million Series B to power liquor-based e-commerce,uber,https://techcrunch.com/2016/08/04/drizly-pulls-in-15-million-series-b-to-power-liquor-based-ecommerce/
2705,Apps,2016-08-03,startups/,"quip,paper",Dropbox launches an iPhone and Android version of its document-editing app Paper,dropbox-inc,https://techcrunch.com/2016/08/03/dropbox-launches-an-iphone-and-android-version-of-its-document-editing-app-paper/
2710,Apps,2016-06-24,mobile/,"video,live-streaming,livestreaming",YouTube can still win the livestreaming war,youtube,https://techcrunch.com/2016/06/24/youtube-can-still-win-the-livestreaming-war/
2711,Mobile,2016-06-24,mobile/,"bluetooth-headset,headphones","The world isn’t ready for only wireless headphones, Apple",apple,https://techcrunch.com/2016/06/24/headphones-with-wires-please/
2715,Apps,2016-06-23,mobile/,"david-marcus,messaging,facebook-messenger","At Disrupt SF, Facebook’s Chief Messenger David Marcus will chat about chat",facebook,https://techcrunch.com/2016/06/23/david-marcus/
2719,Apps,2016-06-22,mobile/,"drew-houston,todd-jackson","Dropbox launches a new way to scan documents with your phone, and other sharing features","box,dropbox-inc",https://techcrunch.com/2016/06/22/dropbox-launches-a-new-way-to-scan-documents-with-your-phone-and-other-sharing-features/
2731,Apps,2016-07-07,gadgets/,"ios-10,ios",Apple just released the first iOS 10 beta to everyone,apple,https://techcrunch.com/2016/07/07/apple-just-released-the-first-ios-10-beta-to-everyone/
2747,Apps,2016-01-21,enterprise/,"malwarebytes,security,malware",Security Startup Malwarebytes Raises Another $50M From Fidelity,fidelity-investments,https://techcrunch.com/2016/01/21/security-startup-malwarebytes-raises-another-50m-from-fidelity/
2755,Apps,2016-01-18,enterprise/,"messaging,messaging-apps","WhatsApp Ditches $1 Annual Fee, Tests Business Accounts But No Ads, Says CEO","jan-koum,whatsapp",https://techcrunch.com/2016/01/18/whatsapp-free-business/
2760,Apps,2016-04-06,social/,"live-video,facebook-live",Facebook bets big on Live with new mobile video discovery tab,facebook,https://techcrunch.com/2016/04/06/facebook-video-tab/
2768,Apps,2016-04-01,social/,"comcast,comcast-ventures,ggv-capital","Slack is work chat’s runaway train, raises $200M at $3.8B",slack,https://techcrunch.com/2016/04/01/slack-raises-200m-at-3-8b-valuation-for-business-messaging/
2770,Mobile,2016-03-31,social/,social-media,Snapchat was wonky or down for some but it’s back now,snapchat,https://techcrunch.com/2016/03/31/snapchat-down/
2772,Apps,2016-03-29,social/,"facebook-video,instagram-video",Instagram needs editing tools to make new 60-second videos tolerable,"facebook,instagram",https://techcrunch.com/2016/03/29/instacut-pro/
2774,Apps,2016-03-29,social/,bitstrips,$100M Bitstrips acquisition makes sense now that Snapchat has stickers,snapchat,https://techcrunch.com/2016/03/29/snapmoji/
2775,Apps,2016-03-29,social/,humin,"Tinder acquihires Humin to go beyond dating, and get an SF office too",tinder,https://techcrunch.com/2016/03/29/tinder-acquires-humin-as-it-broadens-out-from-dating-creates-sf-office/
2809,Apps,2016-08-02,startups/,"photo-sharing,sticker",Snapchat lets the people have Geostickers,snapchat,https://techcrunch.com/2016/08/02/snapchat-lets-the-people-have-geostickers/
2826,Apps,2016-06-20,mobile/,"apps,microsoft-flow","Microsoft Flow, a tool for managing workflows, launches on iOS",microsoft,https://techcrunch.com/2016/06/20/microsoft-flow-a-tool-for-managing-workflows-launches-on-ios/
2831,Mobile,2016-06-17,mobile/,"blockchain,google-wallet,mobile-payments",The evolution of the mobile payment,bitcoin,https://techcrunch.com/2016/06/17/the-evolution-of-the-mobile-payment/
2852,Apps,2016-07-01,gadgets/,"iap,in-app-purchases","Apple returns fire on Spotify, calling out ‘rumors and half-truths’ over App Store rejection","apple,spotify",https://techcrunch.com/2016/07/01/apple-fires-back-at-spotify-calling-out-rumors-and-half-truths-over-app-store-rejection/
2871,Apps,2016-01-02,enterprise/,april-underwood,Slack Promotes Former Twitter Boss April Underwood To VP Of Product,slack,https://techcrunch.com/2016/01/02/april-underwood/
2874,Apps,2016-03-29,social/,"stickers,video-chat,bitstrips","Snapchat seamlessly combines video, audio, GIFs, stickers in “Chat 2.0”",snapchat,https://techcrunch.com/2016/03/29/snapphone/
2878,Apps,2016-03-28,social/,"htc-vive,virtual-reality,oculus",5 hard questions facing Oculus Rift,oculus-rift,https://techcrunch.com/2016/03/28/smack-to-the-future/
2881,Apps,2016-03-25,social/,"bitmoji,bitstrips",Snapchat reportedly acquires Bitmoji maker Bitstrips for $100 million,snapchat,https://techcrunch.com/2016/03/25/snapchat-reportedly-acquires-bitmoji-maker-bitstrips-for-100-million/
2882,Apps,2016-03-25,social/,"alexandra-chong,badoo","Badoo launches photo verification for safer, more efficient online dating",bumble,https://techcrunch.com/2016/03/25/badoo-launches-photo-verification-for-safer-more-efficient-online-dating/
2884,Apps,2016-03-24,social/,"cloning,timehop,on-this-day",Facebook’s Timehop clone On This Day gets 60 million daily visitors,facebook,https://techcrunch.com/2016/03/24/facebook-on-this-day/
2890,Apps,2016-03-17,social/,tweetdeck,"Twitter kills TweetDeck for Windows, automates log-ins for TweetDeck users",twitter,https://techcrunch.com/2016/03/17/twitter-kills-tweetdeck-for-windows-automates-logins-for-tweetdeck-users/
2927,Apps,2016-08-01,startups/,"digital-cameras,action-camera,sioeye",Sioeye Iris4G is an action camera with built-in cell service for live streaming,gopro,https://techcrunch.com/2016/08/01/sioeye-iris4g-is-a-an-action-camera-with-built-in-cell-service-for-live-streaming/
2930,Apps,2016-07-30,startups/,glow,Serious privacy flaws discovered in Glow fertility tracker app,max-levchin,https://techcrunch.com/2016/07/30/serious-privacy-flaws-discovered-in-glow-fertility-tracker-app/
2940,Mobile,2016-06-14,mobile/,messenger,"Apple’s iOS 10 finally, truly begins the mobile messaging war","whatsapp,facebook,android",https://techcrunch.com/2016/06/14/apples-ios-10-finally-truly-begins-the-mobile-messaging-war/
2943,Mobile,2016-06-14,mobile/,"developers,app-store","Apple releases new App Store Review Guidelines, doesn’t yet clarify rules around subscriptions","wwdc,apple",https://techcrunch.com/2016/06/14/apple-releases-new-app-store-review-guidelines-doesnt-yet-clarify-rules-around-subscriptions/
2945,Apps,2016-06-13,mobile/,omid-kordestani,Twitter chairman: Even painful political tweets have a place,twitter,https://techcrunch.com/2016/06/13/twitter-chairman-even-painful-tweets-have-a-place/
2947,Apps,2016-06-13,mobile/,"imessage,messages,os-x",Apple launches iMessage Apps so third-party devs can join your convos,siri,https://techcrunch.com/2016/06/13/apple-launches-imessage-apps-so-third-party-devs-can-get-join-your-convos/
2948,Apps,2016-06-13,mobile/,ios-10,Apple iOS 10 “Memories” turns old photos into editable mini-movies,"wwdc,apple",https://techcrunch.com/2016/06/13/apple-memories/
2949,Apps,2016-06-13,mobile/,"ios,keynote",Where to watch the live stream for today’s Apple WWDC keynote,"wwdc,apple",https://techcrunch.com/2016/06/13/live-stream-livestream-apple-wwdc-keynote-event-ios-10-macos-12-siri-mad-seo-skillz/
2989,Apps,2016-03-15,social/,news-feed,Instagram is switching its feed from chronological to best posts first,"facebook,twitter,instagram",https://techcrunch.com/2016/03/15/filteredgram/
3002,Apps,2016-03-07,social/,"disruptive-multimedia,supephone,ryan-leslie",Ben Horowitz backs rapper Ryan Leslie’s SMS commerce startup Superphone,ben-horowitz,https://techcrunch.com/2016/03/07/superphone/
3004,Apps,2016-03-03,social/,"music-streaming,facebook-messenger","Facebook Messenger adds music, starting with Spotify song sharing","spotify,facebook",https://techcrunch.com/2016/03/03/facebook-messenger-spotify/
3054,Apps,2016-06-10,mobile/,"ios,wwdc2016",What to expect at Apple’s WWDC keynote,"wwdc,apple",https://techcrunch.com/2016/06/10/what-to-expect-at-apples-wwdc-keynote/
3060,Apps,2016-06-09,mobile/,"facebook-360-photos,samsung-gear-vr,oculus",Facebook unlocks tilt-viewing of your panoramas with “360 Photos”,facebook,https://techcrunch.com/2016/06/09/facebook-unlocks-tilt-viewing-of-your-panoramas-with-360-photos/
3061,Apps,2016-06-09,mobile/,apps,Android’s new Nearby feature will alert you to apps and websites useful at your location,android,https://techcrunch.com/2016/06/09/androids-new-nearby-feature-will-alert-you-to-apps-and-websites-useful-at-your-location/
3063,Apps,2016-06-08,mobile/,"developers,app-store,apps","Apple to introduce search ads on App Store along with changes to app review, discovery and splits",apple,https://techcrunch.com/2016/06/08/apple-to-introduce-search-ads-on-app-store-along-with-changes-to-app-review-discovery-and-splits/
3079,Apps,2016-06-22,gadgets/,"tvos,nasa",NASA app brings live ISS views and latest space media to Apple TV,"apple-tv,apple",https://techcrunch.com/2016/06/22/nasa-app-brings-live-iss-views-and-latest-space-media-to-apple-tv/
3100,Apps,2016-03-03,social/,"pavel-durov,social-media,photo-sharing","Instagram starts blocking ‘add me’ deeplinking for Snapchat, Telegram",instagram,https://techcrunch.com/2016/03/03/instagram-starts-blocking-deeplinking-to-other-social-media-profiles/
3101,Apps,2016-03-02,social/,"slack-video-chat,slack-voice-chat",Slack voice calling arrives on desktop,slack,https://techcrunch.com/2016/03/02/slack-calls/
3105,Apps,2016-03-01,social/,"livestreaming,facebook-live",Facebook fights Periscope by showing Live videos higher than saved streams,"periscope,facebook",https://techcrunch.com/2016/03/01/get-it-while-its-hot/
3110,Apps,2016-02-26,social/,"braintree,venmo",Venmo Halts New Developer Access To Its API,paypal,https://techcrunch.com/2016/02/26/how-not-to-run-a-platform/
3112,Apps,2016-02-26,social/,"oculus,high-voltage,dragon-front",Dragon Front Is Like VR Magic: The Gathering,oculus-rift,https://techcrunch.com/2016/02/26/like-hearthstone-for-oculus/
3164,Apps,2016-06-07,mobile/,snapchat-discover,Snapchat uncovers Discover,snapchat,https://techcrunch.com/2016/06/07/snapchat-discover-previews/
3171,Apps,2016-06-06,mobile/,"esports,livestreaming,facebook-live",Facebook Live attacks Twitch with game streaming,facebook,https://techcrunch.com/2016/06/06/facetwitch/
3172,Mobile,2016-06-03,mobile/,"chat,messaging,facebook-messenger",Facebook is disabling messaging in its mobile web app to push people to Messenger,facebook,https://techcrunch.com/2016/06/03/facebook-is-disabling-messaging-in-its-mobile-web-app-to-push-people-to-messenger/
3173,Apps,2016-06-03,mobile/,"apps,feeds,algorithm",Instagram’s new algorithm that puts the best posts first goes live,instagram,https://techcrunch.com/2016/06/03/instagrams-new-algorithm-that-puts-the-best-posts-first-goes-live-for-all/
3174,Apps,2016-06-02,mobile/,"news,facebook-notify",Facebook kills off Notify news app,facebook,https://techcrunch.com/2016/06/02/nopify/
3176,Mobile,2016-06-02,mobile/,"hulk-hogan,nick-denton,gawker",Gawker CEO Nick Denton goes after thin-skinned Silicon Valley billionaires,peter-thiel,https://techcrunch.com/2016/06/02/gawker-ceo-nick-denton-goes-after-thin-skinned-silicon-valley-billionaires/
3177,Apps,2016-06-02,mobile/,"google-play,mobile,apps",Google tests a feature that tells you which apps to remove when you run out of room on your phone,google,https://techcrunch.com/2016/06/02/google-tests-a-feature-that-tells-you-which-apps-to-remove-when-you-run-out-of-room-on-your-phone/
3206,Apps,2015-11-24,enterprise/,stewart-butterfield,"Slack Preps For IPO, Even If It Doesn’t Want Or Need One Soon",slack,https://techcrunch.com/2015/11/24/ready-to-pounce/
3209,Apps,2015-11-20,enterprise/,facebook-at-work,Facebook At Work Gets Its Own Version Of Messenger With Debut of “Work Chat”,"slack,facebook",https://techcrunch.com/2015/11/20/facebook-at-work-gets-its-own-version-of-messenger-with-debut-of-work-chat/
3218,Apps,2016-02-24,social/,like-button,"Facebook Enhances Everyone’s Like With Love, Haha, Wow, Sad, Angry Buttons",facebook,https://techcrunch.com/2016/02/24/facebook-reactions/
3221,Apps,2016-02-23,social/,"analytics,crashlytics,twitter-fabric",Twitter Gives Developers A Way To Track Their Fabric Apps On Mobile Devices,twitter,https://techcrunch.com/2016/02/23/twitter-gives-developers-a-way-to-track-their-fabric-apps-on-mobile-devices/
3223,Apps,2016-02-22,social/,ios,"Facebook “Birthday Cam” Encourages Videos, Not Robotic Wall Posts",facebook,https://techcrunch.com/2016/02/22/insert-generic-birthday-message/
3226,Apps,2016-02-22,social/,"sms,mobile-technology,text-messaging","After Jibe Mobile Buy, Google To Provide Carriers With Android RCS Client",whatsapp,https://techcrunch.com/2016/02/22/after-jibe-mobile-buy-google-to-provide-carriers-with-android-rcs-client/
3231,Apps,2016-02-18,social/,"mobile,apps,being","Being Lets You Browse Instagram As Anyone, From Pop Stars To BFFs",instagram,https://techcrunch.com/2016/02/18/being-lets-you-browse-instagram-as-anyone-from-pop-stars-to-bffs/
3239,Apps,2016-03-09,europe/,"video,filters",Facebook acquires video filter app Msqrd to square up to Snapchat,facebook,https://techcrunch.com/2016/03/09/facebook-acquires-video-filter-app-msqrd-to-square-up-to-snapchat/
3240,Apps,2016-03-09,europe/,"proxama,transportation,beacons","Proxama taps Google for MyStop, beacon-based transport alerts from your Chrome app",google,https://techcrunch.com/2016/03/09/proxama-partners-with-google-on-mystop-beacon-based-transport-alerts-from-your-chrome-app/
3272,Apps,2016-07-20,startups/,"sunglasses,warby-parker",Warby Parker is offering Snapchat-exclusive sunglasses,snapchat,https://techcrunch.com/2016/07/20/warby-parker-snapchat-exclusive/
3279,Apps,2016-06-01,mobile/,sundar-pichai,Sundar Pichai stays diplomatic about Google building its own phones,"google,android",https://techcrunch.com/2016/06/01/sundar-pichai-stays-diplomatic-about-google-building-its-own-phones/
3288,Apps,2016-05-29,mobile/,facebook-live,What Facebook Live and Periscope need is a waiting room,"twitter,facebook",https://techcrunch.com/2016/05/29/livengers-assemble/
3331,Apps,2016-02-16,social/,"odately,okcupid,dating","ODately Is A Concierge Service Taking Aim At Cash Rich, Time Poor Online Daters",tinder,https://techcrunch.com/2016/02/16/odately-is-a-concierge-service-taking-aim-at-cash-rich-time-poor-online-daters/
3339,Apps,2016-02-11,social/,"dating-apps,dating,online-dating","Online Dating Use Jumps Among Youngest US Adults And The Middle Aged, Finds Pew",tinder,https://techcrunch.com/2016/02/11/online-dating-use-jumps-among-youngest-us-adults-and-the-middle-aged-finds-pew/
3340,Mobile,2016-02-10,social/,jack-dorsey,Twitter Plans Changes To @Replies And Other Confusing Rules,twitter,https://techcrunch.com/2016/02/10/twitter-plans-changes-to-the-replies-and-other-confusing-rules/
3342,Apps,2016-02-10,social/,"2016twitterq4,jack-dorsey",Twitter’s User Growth Goes Nowhere As It Meets Revenue Expectations Of $710M,twitter,https://techcrunch.com/2016/02/10/twitters-user-growth-goes-nowhere-as-it-meets-revenue-expectations-of-710m/
