date1,oculus
3/21/2016,111.849998
3/22/2016,112.25
3/23/2016,112.540001
3/24/2016,113.050003
3/28/2016,113.690002
3/29/2016,116.139999
3/30/2016,114.699997
3/31/2016,114.099998
4/1/2016,116.059998
4/4/2016,112.550003
4/5/2016,112.220001
