date1,hololens
10/7/2016,57.799999
10/10/2016,58.040001
10/11/2016,57.189999
10/12/2016,57.110001
10/13/2016,56.919998
10/14/2016,57.419998
10/17/2016,57.220001
10/18/2016,57.66
10/19/2016,57.529999
10/20/2016,57.25
10/21/2016,59.66
